experiment,file,bird,expected_birdnet_species,distance,active_window_count,expected_detected_active_windows,active_window_detection_rate,mean_top1_prediction,mean_top1_confidence,mean_top2_prediction,mean_top2_confidence,mean_top3_prediction,mean_top3_confidence,mean_correct_top1,mean_correct_top3,mean_correct_top5,mean_expected_rank,max_top1_prediction,max_top1_confidence,max_top2_prediction,max_top2_confidence,max_top3_prediction,max_top3_confidence,max_correct_top1,max_correct_top3,max_correct_top5,max_expected_rank,expected_detected,expected_max_active_window_confidence,expected_mean_active_window_confidence,expected_median_active_window_confidence,window_top1_accuracy,window_top3_accuracy,window_top5_accuracy,status,error,reference_1ft_confidence,confidence_change_from_1ft,confidence_retention_from_1ft
E3_location_only,Lesser_Goldfinch_1ft.wav,Lesser Goldfinch,Lesser Goldfinch,1ft,4,4,1.0,American Goldfinch,0.1749,Lesser Goldfinch,0.06257499999999999,Fox Sparrow,0.005399999999999999,False,True,True,2,American Goldfinch,0.6807,Lesser Goldfinch,0.1137,Fox Sparrow,0.0208,False,True,True,2,True,0.1137,0.06257499999999999,0.06175,0.5,1.0,1.0,OK,,0.06257499999999999,0.0,1.0
E3_location_only,Mourning_Dove_1ft.wav,Mourning Dove,Mourning Dove,1ft,3,3,1.0,Mourning Dove,0.7801,Eurasian Collared-Dove,0.013733333333333334,White-winged Dove,0.0036000000000000003,True,True,True,1,Mourning Dove,0.9285,Eurasian Collared-Dove,0.0393,White-winged Dove,0.0057,True,True,True,1,True,0.9285,0.7801,0.8296,1.0,1.0,1.0,OK,,0.7801,0.0,1.0
E3_location_only,Northern_House_Wren_1ft.wav,Northern House Wren,House Wren,1ft,3,3,1.0,House Wren,0.7593666666666667,Marsh Wren,0.04193333333333333,Rufous-crowned Sparrow,0.0268,True,True,True,1,House Wren,0.992,Marsh Wren,0.1221,Rufous-crowned Sparrow,0.0804,True,True,True,1,True,0.992,0.7593666666666667,0.9754,1.0,1.0,1.0,OK,,0.7593666666666667,0.0,1.0
E3_location_only,Northern_Mockingbird_1ft.wav,Northern Mockingbird,Northern Mockingbird,1ft,4,4,1.0,Northern Mockingbird,0.3126,Wrentit,0.08715,American Robin,0.00825,True,True,True,1,Northern Mockingbird,0.5772,Wrentit,0.1834,Rock Wren,0.0202,True,True,True,1,True,0.5772,0.31260000000000004,0.3356,0.75,0.75,1.0,OK,,0.31260000000000004,0.0,1.0
E3_location_only,Northern_Yellow_Warbler_1ft.wav,Northern Yellow Warbler,Yellow Warbler,1ft,1,1,1.0,Yellow Warbler,0.9617,Willow Flycatcher,0.0077,Wilson's Warbler,0.0054,True,True,True,1,Yellow Warbler,0.9617,Willow Flycatcher,0.0077,Wilson's Warbler,0.0054,True,True,True,1,True,0.9617,0.9617,0.9617,1.0,1.0,1.0,OK,,0.9617,0.0,1.0
E3_location_only,Oak_Titmouse_1ft.wav,Oak Titmouse,Oak Titmouse,1ft,4,4,1.0,Oak Titmouse,0.9103749999999999,Spotted Towhee,0.018475,Rock Wren,0.0081,True,True,True,1,Oak Titmouse,0.9997,Spotted Towhee,0.0479,Northern Mockingbird,0.0177,True,True,True,1,True,0.9997,0.910375,0.99055,1.0,1.0,1.0,OK,,0.910375,0.0,1.0
E3_location_only,Rock_Pigeon_1ft.wav,Rock Pigeon,Rock Pigeon,1ft,3,3,1.0,Rock Pigeon,0.8856333333333334,Black Phoebe,0.06153333333333333,Canyon Wren,0.0067666666666666665,True,True,True,1,Rock Pigeon,0.9875,Black Phoebe,0.1134,Canyon Wren,0.0178,True,True,True,1,True,0.9875,0.8856333333333333,0.9081,1.0,1.0,1.0,OK,,0.8856333333333333,0.0,1.0
E3_location_only,Song_Sparrow_1ft.wav,Song Sparrow,Song Sparrow,1ft,1,1,1.0,Song Sparrow,0.9159,Virginia Rail,0.0063,Savannah Sparrow,0.0052,True,True,True,1,Song Sparrow,0.9159,Virginia Rail,0.0063,Savannah Sparrow,0.0052,True,True,True,1,True,0.9159,0.9159,0.9159,1.0,1.0,1.0,OK,,0.9159,0.0,1.0
E3_location_only,Spotted_Towhee_1ft.wav,Spotted Towhee,Spotted Towhee,1ft,2,2,1.0,Spotted Towhee,0.9761,Green-tailed Towhee,0.0644,Fox Sparrow,0.00305,True,True,True,1,Spotted Towhee,0.9864,Green-tailed Towhee,0.0828,Fox Sparrow,0.0041,True,True,True,1,True,0.9864,0.9761,0.9761,1.0,1.0,1.0,OK,,0.9761,0.0,1.0
E3_location_only,American_Robin_4ft.wav,American Robin,American Robin,4ft,4,4,1.0,American Robin,0.937825,Black-headed Grosbeak,0.049275,Northern Mockingbird,0.0045,True,True,True,1,American Robin,0.9948,Black-headed Grosbeak,0.1932,Northern Mockingbird,0.015,True,True,True,1,True,0.9948,0.937825,0.95505,1.0,1.0,1.0,OK,,0.9196,0.018225000000000047,1.0198183993040453
E3_location_only,Annas_Hummingbird_4ft.wav,Anna's Hummingbird,Anna's Hummingbird,4ft,4,4,1.0,Anna's Hummingbird,0.995975,Rufous Hummingbird,0.001375,Black Phoebe,0.001,True,True,True,1,Anna's Hummingbird,0.9993,Rufous Hummingbird,0.0055,Black Phoebe,0.004,True,True,True,1,True,0.9993,0.9959749999999999,0.9959,1.0,1.0,1.0,OK,,0.94445,0.05152499999999993,1.0545555614378739
E3_location_only,Barn_Swallow_4ft.wav,Barn Swallow,Barn Swallow,4ft,3,3,1.0,Barn Swallow,0.9994000000000001,Cliff Swallow,0.019266666666666665,Bank Swallow,0.002266666666666667,True,True,True,1,Barn Swallow,0.9996,Cliff Swallow,0.0416,Belted Kingfisher,0.006,True,True,True,1,True,0.9996,0.9994000000000001,0.9995,1.0,1.0,1.0,OK,,0.9812333333333334,0.018166666666666664,1.0185141148894248
E3_location_only,Bewicks_Wren_4ft.wav,Bewick's Wren,Bewick's Wren,4ft,1,1,1.0,Bewick's Wren,0.7954,Black-throated Sparrow,0.0923,Song Sparrow,0.0666,True,True,True,1,Bewick's Wren,0.7954,Black-throated Sparrow,0.0923,Song Sparrow,0.0666,True,True,True,1,True,0.7954,0.7954,0.7954,1.0,1.0,1.0,OK,,0.8609,-0.0655,0.9239168312231386
E3_location_only,Black_Phoebe_4ft.wav,Black Phoebe,Black Phoebe,4ft,4,4,1.0,Black Phoebe,0.998875,Bushtit,0.00085,Anna's Hummingbird,0.000225,True,True,True,1,Black Phoebe,0.9997,Bushtit,0.0012,Anna's Hummingbird,0.0005,True,True,True,1,True,0.9997,0.998875,0.99915,1.0,1.0,1.0,OK,,0.9997250000000001,-0.0008500000000001284,0.999149766185701
E3_location_only,California_Towhee_4ft.wav,California Towhee,California Towhee,4ft,2,2,1.0,California Towhee,0.99595,Abert's Towhee,0.00175,Hooded Oriole,0.00125,True,True,True,1,California Towhee,0.9997,Abert's Towhee,0.003,Hooded Oriole,0.002,True,True,True,1,True,0.9997,0.99595,0.99595,1.0,1.0,1.0,OK,,0.9981,-0.0021499999999999853,0.9978459072237251
E3_location_only,Dark_eyed_Junco_4ft.wav,Dark-eyed Junco,Dark-eyed Junco,4ft,2,2,1.0,Dark-eyed Junco,0.9716,Chipping Sparrow,0.01985,Yellow-rumped Warbler,0.0009499999999999999,True,True,True,1,Dark-eyed Junco,0.983,Chipping Sparrow,0.0205,Yellow-rumped Warbler,0.0012,True,True,True,1,True,0.983,0.9716,0.9716,1.0,1.0,1.0,OK,,0.9764999999999999,-0.004899999999999904,0.9949820788530467
E3_location_only,European_Starling_4ft.wav,European Starling,European Starling,4ft,4,4,1.0,European Starling,0.262625,Golden-crowned Sparrow,0.118225,American Robin,0.08385,True,True,True,1,European Starling,0.6804,Golden-crowned Sparrow,0.4729,American Robin,0.2158,True,True,True,1,True,0.6804,0.2636,0.18505000000000002,0.5,0.75,0.75,OK,,0.344325,-0.08072499999999999,0.7655557975749655
E3_location_only,Hooded_Oriole_4ft.wav,Hooded Oriole,Hooded Oriole,4ft,4,4,1.0,Hooded Oriole,0.9285249999999999,Western Tanager,0.19455,Bullock's Oriole,0.009075,True,True,True,1,Hooded Oriole,0.9994,Western Tanager,0.7782,Cassin's Kingbird,0.0268,True,True,True,1,True,0.9994,0.928525,0.95705,1.0,1.0,1.0,OK,,0.755325,0.17320000000000002,1.229305265945123
E3_location_only,House_Finch_4ft.wav,House Finch,House Finch,4ft,3,3,1.0,House Finch,0.8809333333333335,Purple Finch,0.0229,Townsend's Solitaire,0.012633333333333335,True,True,True,1,House Finch,0.9675,Purple Finch,0.0473,Townsend's Solitaire,0.0364,True,True,True,1,True,0.9675,0.8809333333333335,0.937,1.0,1.0,1.0,OK,,0.6496333333333334,0.23130000000000006,1.356047000872287
E3_location_only,House_Sparrow_4ft.wav,House Sparrow,House Sparrow,4ft,4,4,1.0,House Sparrow,0.4852,Northern Mockingbird,0.00295,Tree Swallow,0.00255,True,True,True,1,House Sparrow,0.6954,Tree Swallow,0.0067,House Finch,0.0053,True,True,True,1,True,0.6954,0.4852,0.5511,1.0,1.0,1.0,OK,,0.5964,-0.11120000000000002,0.8135479543930247
E3_location_only,Lesser_Goldfinch_4ft.wav,Lesser Goldfinch,Lesser Goldfinch,4ft,4,4,1.0,Lesser Goldfinch,0.217675,American Goldfinch,0.1159,Lawrence's Goldfinch,0.007225,True,True,True,1,American Goldfinch,0.4459,Lesser Goldfinch,0.4046,Lawrence's Goldfinch,0.0281,False,True,True,2,True,0.4046,0.217675,0.22925,0.75,1.0,1.0,OK,,0.06257499999999999,0.15510000000000002,3.4786256492209353
E3_location_only,Mourning_Dove_4ft.wav,Mourning Dove,Mourning Dove,4ft,3,3,1.0,Mourning Dove,0.8314666666666666,White-winged Dove,0.015633333333333332,Eurasian Collared-Dove,0.0107,True,True,True,1,Mourning Dove,0.9449,White-winged Dove,0.0228,Eurasian Collared-Dove,0.0192,True,True,True,1,True,0.9449,0.8314666666666666,0.8717,1.0,1.0,1.0,OK,,0.7801,0.05136666666666656,1.0658462590266204
E3_location_only,Northern_House_Wren_4ft.wav,Northern House Wren,House Wren,4ft,3,3,1.0,House Wren,0.8470333333333334,Marsh Wren,0.0236,Bell's Vireo,0.0082,True,True,True,1,House Wren,0.9978,Marsh Wren,0.0693,Bell's Vireo,0.0246,True,True,True,1,True,0.9978,0.8470333333333334,0.9954,1.0,1.0,1.0,OK,,0.7593666666666667,0.08766666666666667,1.115447083095562
E3_location_only,Northern_Mockingbird_4ft.wav,Northern Mockingbird,Northern Mockingbird,4ft,4,4,1.0,Northern Mockingbird,0.35974999999999996,Wrentit,0.006125,Crissal Thrasher,0.00245,True,True,True,1,Northern Mockingbird,0.8118,Wrentit,0.0234,Crissal Thrasher,0.0098,True,True,True,1,True,0.8118,0.35974999999999996,0.31335,0.75,0.75,1.0,OK,,0.31260000000000004,0.047149999999999914,1.1508317338451692
E3_location_only,Northern_Yellow_Warbler_4ft.wav,Northern Yellow Warbler,Yellow Warbler,4ft,1,1,1.0,Yellow Warbler,0.9331,Willow Flycatcher,0.0069,Wilson's Warbler,0.005,True,True,True,1,Yellow Warbler,0.9331,Willow Flycatcher,0.0069,Wilson's Warbler,0.005,True,True,True,1,True,0.9331,0.9331,0.9331,1.0,1.0,1.0,OK,,0.9617,-0.02859999999999996,0.9702609961526464
E3_location_only,Oak_Titmouse_4ft.wav,Oak Titmouse,Oak Titmouse,4ft,4,4,1.0,Oak Titmouse,0.894675,Spotted Towhee,0.00115,California Towhee,0.0009,True,True,True,1,Oak Titmouse,0.9989,Spotted Towhee,0.0023,California Towhee,0.0017,True,True,True,1,True,0.9989,0.894675,0.9982,1.0,1.0,1.0,OK,,0.910375,-0.015700000000000047,0.9827543594672524
E3_location_only,Rock_Pigeon_4ft.wav,Rock Pigeon,Rock Pigeon,4ft,3,3,1.0,Rock Pigeon,0.9934666666666666,Least Bittern,0.0018666666666666669,Band-tailed Pigeon,0.0011333333333333332,True,True,True,1,Rock Pigeon,0.9948,Least Bittern,0.0051,Band-tailed Pigeon,0.0026,True,True,True,1,True,0.9948,0.9934666666666666,0.9938,1.0,1.0,1.0,OK,,0.8856333333333333,0.10783333333333334,1.1217584402875531
E3_location_only,Song_Sparrow_4ft.wav,Song Sparrow,Song Sparrow,4ft,1,1,1.0,Song Sparrow,0.9624,Bewick's Wren,0.0019,Virginia Rail,0.0016,True,True,True,1,Song Sparrow,0.9624,Bewick's Wren,0.0019,Virginia Rail,0.0016,True,True,True,1,True,0.9624,0.9624,0.9624,1.0,1.0,1.0,OK,,0.9159,0.046499999999999986,1.050769734687193
E3_location_only,Spotted_Towhee_4ft.wav,Spotted Towhee,Spotted Towhee,4ft,2,2,1.0,Spotted Towhee,0.9879,Green-tailed Towhee,0.06785,Lincoln's Sparrow,0.0006,True,True,True,1,Spotted Towhee,0.9896,Green-tailed Towhee,0.1019,Dark-eyed Junco,0.0007,True,True,True,1,True,0.9896,0.9879,0.9879,1.0,1.0,1.0,OK,,0.9761,0.011800000000000033,1.0120889253150291
E3_location_only,American_Robin_8ft.wav,American Robin,American Robin,8ft,4,4,1.0,American Robin,0.85685,Black-headed Grosbeak,0.035575,Northern Mockingbird,0.0051,True,True,True,1,American Robin,0.969,Black-headed Grosbeak,0.1164,Northern Mockingbird,0.0125,True,True,True,1,True,0.969,0.85685,0.866,1.0,1.0,1.0,OK,,0.9196,-0.06274999999999997,0.9317638103523271
E3_location_only,Annas_Hummingbird_8ft.wav,Anna's Hummingbird,Anna's Hummingbird,8ft,4,4,1.0,Anna's Hummingbird,0.9588,Savannah Sparrow,0.004274999999999999,Brewer's Sparrow,0.001025,True,True,True,1,Anna's Hummingbird,0.9986,Savannah Sparrow,0.0157,Brewer's Sparrow,0.0041,True,True,True,1,True,0.9986,0.9588000000000001,0.99285,1.0,1.0,1.0,OK,,0.94445,0.014350000000000085,1.015194028270422
E3_location_only,Barn_Swallow_8ft.wav,Barn Swallow,Barn Swallow,8ft,3,3,1.0,Barn Swallow,0.9903666666666666,Cliff Swallow,0.0243,White-throated Swift,0.0012,True,True,True,1,Barn Swallow,0.9986,Cliff Swallow,0.0683,White-throated Swift,0.0024,True,True,True,1,True,0.9986,0.9903666666666666,0.9943,1.0,1.0,1.0,OK,,0.9812333333333334,0.009133333333333216,1.0093080137242245
E3_location_only,Bewicks_Wren_8ft.wav,Bewick's Wren,Bewick's Wren,8ft,1,1,1.0,Bewick's Wren,0.8914,Black-throated Sparrow,0.317,Song Sparrow,0.0098,True,True,True,1,Bewick's Wren,0.8914,Black-throated Sparrow,0.317,Song Sparrow,0.0098,True,True,True,1,True,0.8914,0.8914,0.8914,1.0,1.0,1.0,OK,,0.8609,0.03049999999999997,1.0354280404228133
E3_location_only,Black_Phoebe_8ft.wav,Black Phoebe,Black Phoebe,8ft,4,4,1.0,Black Phoebe,0.9989,Bushtit,0.000475,Anna's Hummingbird,0.00025,True,True,True,1,Black Phoebe,0.9996,Anna's Hummingbird,0.0007,Bushtit,0.0006,True,True,True,1,True,0.9996,0.9988999999999999,0.9988999999999999,1.0,1.0,1.0,OK,,0.9997250000000001,-0.0008250000000001867,0.9991747730625921
E3_location_only,California_Towhee_8ft.wav,California Towhee,California Towhee,8ft,2,2,1.0,California Towhee,0.9963500000000001,Abert's Towhee,0.00105,Nuttall's Woodpecker,0.0007999999999999999,True,True,True,1,California Towhee,0.9996,Abert's Towhee,0.0021,Orange-crowned Warbler,0.0013,True,True,True,1,True,0.9996,0.9963500000000001,0.9963500000000001,1.0,1.0,1.0,OK,,0.9981,-0.0017499999999999183,0.998246668670474
E3_location_only,Dark_eyed_Junco_8ft.wav,Dark-eyed Junco,Dark-eyed Junco,8ft,2,2,1.0,Dark-eyed Junco,0.97185,Chipping Sparrow,0.0158,Yellow-rumped Warbler,0.00165,True,True,True,1,Dark-eyed Junco,0.9858,Chipping Sparrow,0.0211,Yellow-rumped Warbler,0.0021,True,True,True,1,True,0.9858,0.97185,0.97185,1.0,1.0,1.0,OK,,0.9764999999999999,-0.004649999999999932,0.9952380952380953
E3_location_only,European_Starling_8ft.wav,European Starling,European Starling,8ft,4,4,1.0,European Starling,0.1441,American Robin,0.063025,Oak Titmouse,0.00625,True,True,True,1,European Starling,0.3068,American Robin,0.1391,Oak Titmouse,0.0205,True,True,True,1,True,0.3068,0.144825,0.1348,0.5,0.75,0.75,OK,,0.344325,-0.19949999999999998,0.42060553256371164
E3_location_only,Hooded_Oriole_8ft.wav,Hooded Oriole,Hooded Oriole,8ft,4,4,1.0,Hooded Oriole,0.6775,Western Tanager,0.216,Cassin's Finch,0.004275,True,True,True,1,Hooded Oriole,0.9939,Western Tanager,0.863,Cassin's Finch,0.0171,True,True,True,1,True,0.9939,0.6775,0.6833,0.75,1.0,1.0,OK,,0.755325,-0.07782500000000003,0.8969648826664018
E3_location_only,House_Finch_8ft.wav,House Finch,House Finch,8ft,3,3,1.0,House Finch,0.2994,Purple Finch,0.005733333333333333,Townsend's Solitaire,0.003933333333333333,True,True,True,1,House Finch,0.6912,Purple Finch,0.0099,Blue Grosbeak,0.0091,True,True,True,1,True,0.6912,0.29940000000000005,0.1712,1.0,1.0,1.0,OK,,0.6496333333333334,-0.35023333333333334,0.46087536559084613
E3_location_only,House_Sparrow_8ft.wav,House Sparrow,House Sparrow,8ft,4,4,1.0,House Sparrow,0.288925,Tree Swallow,0.0059499999999999996,House Finch,0.00565,True,True,True,1,House Sparrow,0.3691,House Finch,0.0213,Tree Swallow,0.0179,True,True,True,1,True,0.3691,0.288925,0.30365000000000003,1.0,1.0,1.0,OK,,0.5964,-0.30747500000000005,0.4844483568075117
E3_location_only,Lesser_Goldfinch_8ft.wav,Lesser Goldfinch,Lesser Goldfinch,8ft,4,4,1.0,Lesser Goldfinch,0.1922,American Goldfinch,0.059750000000000004,Lazuli Bunting,0.010775,True,True,True,1,Lesser Goldfinch,0.4873,American Goldfinch,0.226,Lazuli Bunting,0.0431,True,True,True,1,True,0.4873,0.1922,0.1384,0.75,1.0,1.0,OK,,0.06257499999999999,0.12962500000000002,3.0715141829804242
E3_location_only,Mourning_Dove_8ft.wav,Mourning Dove,Mourning Dove,8ft,3,3,1.0,Mourning Dove,0.21356666666666665,Black Phoebe,0.1939,Eurasian Collared-Dove,0.015666666666666666,True,True,True,1,Mourning Dove,0.5156,Black Phoebe,0.4863,Eurasian Collared-Dove,0.0292,True,True,True,1,True,0.5156,0.21356666666666665,0.1052,0.3333333333333333,1.0,1.0,OK,,0.7801,-0.5665333333333333,0.2737683203008161
E3_location_only,Northern_House_Wren_8ft.wav,Northern House Wren,House Wren,8ft,3,3,1.0,House Wren,0.7113666666666667,Rufous-crowned Sparrow,0.0322,Marsh Wren,0.01916666666666667,True,True,True,1,House Wren,0.9958,Rufous-crowned Sparrow,0.0966,Marsh Wren,0.0575,True,True,True,1,True,0.9958,0.7113666666666667,0.9912,1.0,1.0,1.0,OK,,0.7593666666666667,-0.04800000000000004,0.9367894297879812
E3_location_only,Northern_Mockingbird_8ft.wav,Northern Mockingbird,Northern Mockingbird,8ft,4,4,1.0,Northern Mockingbird,0.4608,Wrentit,0.09335,House Finch,0.006699999999999999,True,True,True,1,Northern Mockingbird,0.8684,Wrentit,0.3603,Great-tailed Grackle,0.0247,True,True,True,1,True,0.8684,0.4608,0.47985,0.75,1.0,1.0,OK,,0.31260000000000004,0.14819999999999994,1.474088291746641
E3_location_only,Northern_Yellow_Warbler_8ft.wav,Northern Yellow Warbler,Yellow Warbler,8ft,1,1,1.0,Yellow Warbler,0.9017,Black Phoebe,0.0411,Willow Flycatcher,0.0056,True,True,True,1,Yellow Warbler,0.9017,Black Phoebe,0.0411,Willow Flycatcher,0.0056,True,True,True,1,True,0.9017,0.9017,0.9017,1.0,1.0,1.0,OK,,0.9617,-0.06000000000000005,0.9376104814391182
E3_location_only,Oak_Titmouse_8ft.wav,Oak Titmouse,Oak Titmouse,8ft,4,4,1.0,Oak Titmouse,0.7524,Black Phoebe,0.01995,Spotted Towhee,0.003375,True,True,True,1,Oak Titmouse,0.9995,Black Phoebe,0.063,Spotted Towhee,0.011,True,True,True,1,True,0.9995,0.7524,0.997,0.75,1.0,1.0,OK,,0.910375,-0.1579750000000001,0.8264726074419881
E3_location_only,Rock_Pigeon_8ft.wav,Rock Pigeon,Rock Pigeon,8ft,3,3,1.0,Rock Pigeon,0.9980666666666668,Black Phoebe,0.14336666666666667,Cooper's Hawk,0.0013666666666666669,True,True,True,1,Rock Pigeon,0.9995,Black Phoebe,0.2282,Cooper's Hawk,0.0016,True,True,True,1,True,0.9995,0.9980666666666668,0.9981,1.0,1.0,1.0,OK,,0.8856333333333333,0.1124333333333335,1.1269524633971923
E3_location_only,Song_Sparrow_8ft.wav,Song Sparrow,Song Sparrow,8ft,1,1,1.0,Song Sparrow,0.9496,Virginia Rail,0.0019,Vesper Sparrow,0.0015,True,True,True,1,Song Sparrow,0.9496,Virginia Rail,0.0019,Vesper Sparrow,0.0015,True,True,True,1,True,0.9496,0.9496,0.9496,1.0,1.0,1.0,OK,,0.9159,0.03369999999999995,1.0367944098700732
E3_location_only,Spotted_Towhee_8ft.wav,Spotted Towhee,Spotted Towhee,8ft,2,2,1.0,Spotted Towhee,0.9726,Green-tailed Towhee,0.06509999999999999,Black-chinned Sparrow,0.00045,True,True,True,1,Spotted Towhee,0.9755,Green-tailed Towhee,0.0875,Black-chinned Sparrow,0.0009,True,True,True,1,True,0.9755,0.9726,0.9726,1.0,1.0,1.0,OK,,0.9761,-0.0034999999999999476,0.9964143018133389
E3_location_only,American_Robin_12ft.wav,American Robin,American Robin,12ft,4,4,1.0,American Robin,0.7108,Black-headed Grosbeak,0.0769,Townsend's Solitaire,0.002025,True,True,True,1,American Robin,0.8056,Black-headed Grosbeak,0.2784,Townsend's Solitaire,0.0081,True,True,True,1,True,0.8056,0.7108,0.71375,1.0,1.0,1.0,OK,,0.9196,-0.20879999999999999,0.7729447585906916
E3_location_only,Annas_Hummingbird_12ft.wav,Anna's Hummingbird,Anna's Hummingbird,12ft,4,4,1.0,Anna's Hummingbird,0.98305,Rufous Hummingbird,0.0046,Allen's Hummingbird,0.000875,True,True,True,1,Anna's Hummingbird,0.9994,Rufous Hummingbird,0.0184,Allen's Hummingbird,0.0035,True,True,True,1,True,0.9994,0.98305,0.9964999999999999,1.0,1.0,1.0,OK,,0.94445,0.03859999999999997,1.0408703478214834
E3_location_only,Barn_Swallow_12ft.wav,Barn Swallow,Barn Swallow,12ft,3,3,1.0,Barn Swallow,0.9975333333333333,Cliff Swallow,0.08656666666666667,Greater Roadrunner,0.0016666666666666668,True,True,True,1,Barn Swallow,0.9988,Cliff Swallow,0.2432,Greater Roadrunner,0.005,True,True,True,1,True,0.9988,0.9975333333333335,0.9977,1.0,1.0,1.0,OK,,0.9812333333333334,0.016300000000000092,1.0166117471209704
E3_location_only,Bewicks_Wren_12ft.wav,Bewick's Wren,Bewick's Wren,12ft,1,1,1.0,Bewick's Wren,0.8706,Black-throated Sparrow,0.0809,Song Sparrow,0.0201,True,True,True,1,Bewick's Wren,0.8706,Black-throated Sparrow,0.0809,Song Sparrow,0.0201,True,True,True,1,True,0.8706,0.8706,0.8706,1.0,1.0,1.0,OK,,0.8609,0.009700000000000042,1.0112672784295504
E3_location_only,Black_Phoebe_12ft.wav,Black Phoebe,Black Phoebe,12ft,4,4,1.0,Black Phoebe,0.994775,Song Sparrow,0.0046749999999999995,Downy Woodpecker,0.001875,True,True,True,1,Black Phoebe,0.9997,Song Sparrow,0.0136,Canada Goose,0.0053,True,True,True,1,True,0.9997,0.994775,0.99475,1.0,1.0,1.0,OK,,0.9997250000000001,-0.004950000000000121,0.9950486383755531
E3_location_only,California_Towhee_12ft.wav,California Towhee,California Towhee,12ft,2,2,1.0,California Towhee,0.99515,Abert's Towhee,0.00385,Orange-crowned Warbler,0.00045,True,True,True,1,California Towhee,0.999,Abert's Towhee,0.0072,Orange-crowned Warbler,0.0009,True,True,True,1,True,0.999,0.99515,0.99515,1.0,1.0,1.0,OK,,0.9981,-0.002950000000000008,0.9970443843302275
E3_location_only,Dark_eyed_Junco_12ft.wav,Dark-eyed Junco,Dark-eyed Junco,12ft,2,2,1.0,Dark-eyed Junco,0.9493,Chipping Sparrow,0.024800000000000003,Dusky Flycatcher,0.00125,True,True,True,1,Dark-eyed Junco,0.9696,Chipping Sparrow,0.0369,Dusky Flycatcher,0.0017,True,True,True,1,True,0.9696,0.9493,0.9493,1.0,1.0,1.0,OK,,0.9764999999999999,-0.02719999999999989,0.9721454173067078
E3_location_only,European_Starling_12ft.wav,European Starling,European Starling,12ft,4,3,0.75,European Starling,0.192225,American Robin,0.060024999999999995,Chipping Sparrow,0.006125,True,True,True,1,European Starling,0.562,American Robin,0.1576,Chipping Sparrow,0.0193,True,True,True,1,True,0.562,0.192225,0.10345,0.5,0.75,0.75,OK,,0.344325,-0.15209999999999999,0.5582661729470704
E3_location_only,Hooded_Oriole_12ft.wav,Hooded Oriole,Hooded Oriole,12ft,4,4,1.0,Hooded Oriole,0.62715,Western Tanager,0.2121,California Thrasher,0.025474999999999998,True,True,True,1,Hooded Oriole,0.9354,Western Tanager,0.8465,California Thrasher,0.1016,True,True,True,1,True,0.9354,0.6271499999999999,0.6563,0.75,1.0,1.0,OK,,0.755325,-0.12817500000000015,0.8303048356667657
E3_location_only,House_Finch_12ft.wav,House Finch,House Finch,12ft,3,3,1.0,House Finch,0.6542,Purple Finch,0.028300000000000002,Blue Grosbeak,0.0091,True,True,True,1,House Finch,0.9257,Purple Finch,0.0445,Blue Grosbeak,0.0223,True,True,True,1,True,0.9257,0.6542,0.7589,1.0,1.0,1.0,OK,,0.6496333333333334,0.004566666666666608,1.007029606444661
E3_location_only,House_Sparrow_12ft.wav,House Sparrow,House Sparrow,12ft,4,4,1.0,House Sparrow,0.463075,Townsend's Solitaire,0.00245,House Finch,0.0017,True,True,True,1,House Sparrow,0.7826,Townsend's Solitaire,0.0069,House Finch,0.0068,True,True,True,1,True,0.7826,0.463075,0.42164999999999997,1.0,1.0,1.0,OK,,0.5964,-0.13332500000000003,0.7764503688799463
E3_location_only,Lesser_Goldfinch_12ft.wav,Lesser Goldfinch,Lesser Goldfinch,12ft,4,4,1.0,Lesser Goldfinch,0.20465,American Goldfinch,0.05,Lazuli Bunting,0.004375,True,True,True,1,Lesser Goldfinch,0.443,American Goldfinch,0.1928,Lazuli Bunting,0.0175,True,True,True,1,True,0.443,0.20464999999999997,0.18614999999999998,0.5,1.0,1.0,OK,,0.06257499999999999,0.14207499999999998,3.2704754294846183
E3_location_only,Mourning_Dove_12ft.wav,Mourning Dove,Mourning Dove,12ft,3,3,1.0,Mourning Dove,0.5309,Eurasian Collared-Dove,0.08863333333333334,Northern Cardinal,0.0024333333333333334,True,True,True,1,Mourning Dove,0.9556,Eurasian Collared-Dove,0.2432,Northern Cardinal,0.0041,True,True,True,1,True,0.9556,0.5309,0.4292,0.6666666666666666,1.0,1.0,OK,,0.7801,-0.24919999999999998,0.6805537751570312
E3_location_only,Northern_House_Wren_12ft.wav,Northern House Wren,House Wren,12ft,3,3,1.0,House Wren,0.7785666666666667,Marsh Wren,0.13386666666666666,Bell's Vireo,0.05386666666666667,True,True,True,1,House Wren,0.9941,Marsh Wren,0.4008,Bell's Vireo,0.1616,True,True,True,1,True,0.9941,0.7785666666666667,0.9864,0.6666666666666666,1.0,1.0,OK,,0.7593666666666667,0.019199999999999995,1.0252842280848076
E3_location_only,Northern_Mockingbird_12ft.wav,Northern Mockingbird,Northern Mockingbird,12ft,4,4,1.0,Northern Mockingbird,0.3065,Wrentit,0.00425,American Robin,0.003325,True,True,True,1,Northern Mockingbird,0.7178,Wrentit,0.0138,American Robin,0.0127,True,True,True,1,True,0.7178,0.3065,0.2537,0.75,0.75,1.0,OK,,0.31260000000000004,-0.00610000000000005,0.9804862444017912
